Name,ReleaseDate,Rating,Function,Meaning,Storytelling,Form,Cinematography,Acting,Effort,Fun,Cry,Genre,Runtime
The Hallelujah Trail,1965,7.7,6,3.6,6.2,2.3,2.9,4.6,3.3,8.2,4.9,Western,165
Mr. Blandings Builds His Dream House,1948,0.8,3.2,2.2,7.9,8.8,6.6,5.4,0.5,8.6,2.3,Comedy,84
The Money Pit,1986,4.7,3.2,8,6.3,8.9,8.8,5.6,9.4,1.8,9.2,Comedy,89
The Russia House,1990,6.8,5.3,4.3,9.7,1,9.3,1.7,7.7,4.4,5.6,Spy,118
Casablanca,1942,4.1,7.2,8.5,6,0.5,7.4,1.8,0.3,7.8,6,Drama,102
Dragonwyck,1946,1,3.7,1.9,4.1,5.5,3.7,2.4,6.1,7.6,7.1,Drama,103
Bad Company,1972,2,7.1,3.6,7.8,8.9,0.1,4,3.7,4,5.1,Western,93
Bad Influence,1990,1.7,6.9,8.6,1.2,0.5,9.3,9.3,8.8,2.8,8.7,Thriller,107
Two Rode Together,1961,2.2,9.3,5.8,1.4,1.2,0.2,9.6,5.9,5.5,9.9,Western,109
Shane,1953,8.8,3.2,6.8,2.2,9.3,1.2,8.7,4.9,9.5,7.6,Western,118
Pale Rider,1985,4.2,0.6,7.6,7.2,0.6,3.4,1.4,4.1,9.3,8.1,Western,128
The Long Riders,1980,6.9,8.9,5.9,8.4,8.8,1.3,5.4,1.1,1.7,5.8,Western,110
She Wore a Yellow Ribbon,1949,5.3,7.3,5.2,3,4.8,9.1,6.9,7.8,9.5,1,Western,103
Knights of the Round Table,1953,5.3,9.5,2.8,0.9,4.7,7,6.1,8.4,7.8,2.3,Adventure,115
Funny Face,1956,3.2,8.5,9.9,7.1,5.2,0.4,5,9.9,9.2,8.7,Musical,103
Desperately Seeking Susan,1985,6.8,7.9,0.1,0.2,4.5,7.4,1.3,2.7,2.9,8.2,Comedy,109
The Gay Divorcee,1934,5.6,7.7,9.4,2,1.3,7.3,7.3,2.2,2,6.1,Musical,104
Shoulder Arms,1918,8.5,5,1.4,6.2,6.4,3.2,9.4,1.1,5.4,1.2,Comedy,46
The Bad News Bears,1976,6.3,1.6,4.2,6.8,1.9,3.5,8,5,4.5,0.1,Comedy,103
What Ever Happened to Baby Jane?,1962,7.4,6.1,6.2,6.1,2.8,0.9,6.3,2.1,6.8,5.4,Drama,133
Life Stinks,1991,9.8,1.1,1,9.7,5.5,5.3,7.6,7.8,2.5,7.5,Comedy,97
Who's Afraid of Virginia Woolf?,1966,8.5,8.3,3.5,4.4,5.8,3.9,1.8,9.6,6.4,9.6,Drama,129
Brewster's Millions,1985,2.1,9.2,5.8,5.9,4.2,8.2,1.4,3.4,7.1,0.6,Comedy,101
Someone to Watch Over Me,1987,7.2,2.5,4.6,9.8,2.5,2.2,7.5,7.8,4.6,5.5,Thriller,106
Charley Varrick,1973,5.7,8.9,2,8,6.6,0.1,5.6,0,2.4,8.9,Action,97
Continental Divide,1981,0.3,2,4.5,1.8,8.9,6.2,8.9,9.3,4.9,7.1,Comedy,103
Chinatown,1974,0.7,3.9,6.8,4.2,5.8,9.5,8.7,6.1,2.7,2.6,Crime,122
Chisum,1970,1.4,7.7,2.6,4.3,7.6,3.8,8.4,1.6,6.9,1.9,Western,111
A Chorus Line,1985,3.3,4.5,5.2,7.6,4,0.2,3.7,1.9,4.4,7.3,Musical,115
Twelve O'Clock High,1949,3.6,2.7,9.8,6,5.6,8.1,2,8.9,3.8,1,War,132
The Enforcer,1976,9,2.4,8.5,4.9,1.7,1.5,9,7.3,7.3,2.3,Crime,95
The Cincinnati Kid,1965,8.7,8.6,4.9,9.1,5.8,0.7,0.6,0.7,1.4,3.9,Comedy,105
Five Days One Summer,1982,6.9,6.2,8.7,3.7,9.1,6.8,3.2,2.1,9.7,0.3,Romantic,116
The Circus,1928,0.4,8.4,6.4,1.2,1.5,6.3,0.5,8.4,1.9,6.3,Drama,61
The Enforcer,1951,1.5,3.9,1.4,5.7,3.8,10,7.2,4.6,2.3,4.4,Crime,90
The Naked City,1948,2.7,7.4,7.8,4.3,6.7,6.7,9.6,7.5,0.4,7.1,Crime,112
The Crazies,1973,1.5,9.2,8.4,6.4,1.2,8.4,8.9,5,6.3,7.1,Drama,105
Bloody Mama,1970,4.6,2.8,7.9,7.8,2.9,1.7,6.2,2.1,7.9,7.6,Drama,90
Class of 1999,1990,5,2.4,6.8,6.3,3.4,9.4,3.4,2.8,5.3,5.6,Fantasy,98
Cleopatra,1963,8.5,1,9,5.6,9.9,4.3,9.4,6.8,2.8,7.1,Drama,243
Cocoon: the Return,1989,7.4,7.6,4.8,6.1,2.5,4.8,2.3,8,0.9,5.5,Comedy,115
Cocoon,1985,7,8.8,9.9,3.7,7,4,1.8,2.2,0.4,4,Fantasy,117
Breakfast at Tiffany's,1961,8.5,2.8,6.8,7.7,8.3,5.7,0.3,2.3,3.5,8.1,Comedy,115
Von Ryan's Express,1965,7,8.4,2.4,9.4,6.1,4,5.5,8.5,5.9,7.2,War,117
The Color of Money,1986,9.9,1.3,6.9,2.6,1.7,9.6,4.7,5.3,9.9,10,Drama,117
The Color Purple,1985,4.4,2.8,3.1,4.6,1.4,1.5,9.7,0.1,1.5,2.9,Drama,152
Colors,1988,6.3,0.1,1.9,5.4,1,3.8,7.3,3.8,1.7,1.2,Drama,123
The Harder They fall,1956,1.8,6.2,0.8,5.5,1.3,7.5,4.5,9.9,5.8,2.7,Drama,105
Hoosiers,1987,4.6,1.1,4.3,3,5,0.3,7.5,4.2,3.1,6.4,Comedy,113
Coma,1978,2.2,9.3,3.1,9.1,6.9,3.2,7.4,9.2,3.4,3.5,Thriller,113
The Comancheros,1961,7.3,0.6,2.1,1.9,9.7,9.6,2.5,5.9,4.8,9.9,Western,106
How Green Was My Valley,1941,2.8,2.1,4.7,1.7,7,5,9.5,6.2,8.6,9.8,Drama,118
The Way We Were,1973,0.4,8.1,9.4,7.1,5.8,0.3,9.3,7.9,8.4,7.4,Drama,120
How to Steal a Million,1966,5.2,4.9,6.1,0.2,9.8,1.4,0.7,4.4,4.1,6.5,Comedy,127
How to Marry a Millionaire,1953,8.8,9.7,6.6,8.2,2.1,4.6,9.3,3.4,3.9,2,Comedy,95
The Reluctant Debutante,1958,4.7,1.1,8.6,3.1,7.7,9.5,3.6,0.9,4.7,1.1,Comedy,94
Commando,1985,9.1,5.9,8,2.2,8.9,7.5,9.5,9.8,3.4,8.9,Action,90
A Midsummer Night's Sex Comedy,1982,1.5,6.2,1.8,0.4,3.6,9.1,4.7,3.1,6.9,2.2,Comedy,85
Pack Up Your Troubles,1932,2.5,5,9.3,9.6,7.5,6.1,2.5,7.4,0.7,3.3,Comedy,68
Sixteen Candles,1984,0.3,9.3,5.8,6.2,1.1,4.1,2.7,5.8,8.2,2.9,Comedy,93
Obsession,1975,8.5,0.3,9.5,7.4,3.9,7.4,9.5,3.7,6.6,0.6,Thriller,95
Conan the Barbarian,1981,1,9.1,6.9,10,0.5,2.1,1.4,9,7.2,6.5,Fantasy,128
The Star Chamber,1983,10,4.7,0.4,3.8,5.1,8.4,8.1,4,4.9,7.3,Thriller,109
Class Action,1990,0.3,5.4,2,8.9,3.6,4.5,2.9,9.1,6.4,8.9,Drama,106
The Trouble With Harry,1955,9.8,3.4,3.8,7.6,0.1,4.7,0.7,1.4,8,7.5,Thriller,99
How the West Was Won,1962,2.6,3.5,3.2,4.3,5.9,9.9,8.9,7.4,7.7,8.2,Western,162
The Plainsman,1936,2.9,3.2,4.5,8.4,6.6,2.1,8.6,7.4,8.5,0.7,Western,113
The Private Lives of Elizabeth and Essex,1939,5.5,1.6,1.9,1.8,0.6,10,0.4,5.4,4.5,4.4,Adventure,106
A Countess from Hong Kong,1967,1.1,7.5,8.1,9.5,2.3,4.2,6.3,6,6.8,6.2,Romantic,115
The Killers,1964,9.2,8,8.9,1.7,3.7,6.4,8.9,2,5.5,0.9,Thriller,100
The Conversation,1974,6,0.2,3,5.1,1.5,7.5,7.6,4.6,7.5,6,Thriller,115
Convoy,1978,9.2,8.7,0.7,0.9,6.7,5.7,1,4.9,5,5.8,Adventure,115
Sudden Impact,1983,1.5,3.1,6.9,9.6,9.5,7.3,5.8,0.2,0.7,9.9,Crime,117
Rope of Sand,1949,2.2,9.4,3,6.4,3.2,8.7,4.9,4.8,8.6,8,Adventure,104
Tightrope,1984,5.8,7.3,6,2.2,5.6,4.5,9.5,5.1,3.4,6.3,Crime,109
Shock Corridor,1963,2,7.2,7.7,6.6,0.4,8.9,4.3,10,7.7,4.4,Drama,101
Cannonball Run,1981,2.1,0.9,5.5,9.8,10,8.7,6.4,0.5,1.8,9.2,Comedy,95
The Crimson Pirate,1952,5.9,1.3,6,1.5,9.7,5.2,6,0.2,7.3,7.3,Adventure,104
Short Circuit,1986,5.2,7.5,7.6,0.7,3.7,4.8,3,1.2,5.2,0.7,Fantasy,99
Short Circuit 2,1988,5.4,5.4,8.5,5.6,2.8,1.8,6.3,4.8,8.8,7.9,Comedy,109
Jeremiah Johnson,1972,4.8,9.8,7.6,1.3,6.1,1.1,0.8,9.3,0.3,9,Western,110
The Thing from Another World,1951,3.8,7.4,3.1,7,8.4,5.5,7.6,9.3,5.5,8.6,Fantasy,83
That's Life!,1986,5.6,7,7.7,2.5,2.1,5.9,9.2,4.2,2.9,9.4,Comedy,102
Adam's Rib,1949,2.9,4.9,5.9,4.1,0.7,5.3,0.3,4.5,6.5,3.8,Comedy,101
Will Penny,1968,2.5,4.3,1.9,8.2,8.8,0.7,4.9,6.9,6.6,3.9,Western,104
Country,1984,6.1,5.2,1.5,1.8,3.3,8,3.7,5.8,0.6,8.2,Adventure,109
Moonfleet,1955,1.5,1.9,2.2,6.8,3.5,5.8,6,10,2.5,5,Adventure,83
Cowboy,1958,4.2,5,1.5,6.7,9.3,8.4,9.5,9.5,10,2.2,Western,92
The Parent Trap,1961,4.9,5.3,0.3,2,6.2,1.5,6.5,0.3,3.1,1.4,Comedy,129
The Cowboys,1972,3.7,8,5.4,6.8,7.8,0.7,2.3,8.6,5.4,8.8,Western,128
Crimes of the Heart,1986,8.5,6.1,2.3,8.5,6.5,5.2,9.5,3.2,6.4,4.8,Romantic,106
Crimes and Misdemeanors,1989,1,4.6,3.5,0.5,1.6,9.4,7.1,7.5,5.2,4.4,Comedy,106
D. A. R. Y. L.,1985,6.4,2.8,9.1,6.2,4,1.9,8,3.2,4.2,0.2,Fantasy,96
D.O.A,1988,8.9,3.9,6.8,2.8,9,8.2,9.1,2.3,5.4,6.5,Thriller,98
Teacher's Pet,1958,3.9,4.2,5.4,8.4,6,8.5,5.6,3.2,9.4,0.7,Comedy,120
From Here to Eternity,1953,8.5,5.4,9.5,3.4,8.6,6.7,7.4,3.2,1.5,0.7,Drama,118
The Blue Dahlia,1946,2.5,4.3,5.6,3.9,6.1,4.4,7.9,0.6,4.3,3.2,Thriller,96
From the Terrace,1960,1.8,1.3,6.2,4.9,2.8,4.5,2.6,8.5,4.9,9.9,Drama,144
Red Heat,1988,3.4,0.6,5.6,6.8,5.3,0.8,5,3.8,5.8,6.5,Action,103
Sergeant Rutledge,1960,3.7,4.3,4.8,4.8,2.6,9,1.8,4.3,8.4,0.7,Western,111
Darby O'Gill and the Little People,1959,5,6,0.8,6.8,0.9,9.6,5.2,5.2,3.1,10,Fantasy,90
The Rosary Murders,1987,4.9,5.8,2.1,0.7,2.4,1.4,7.3,4.9,1.4,2.7,Thriller,99
Dial M for Murder,1954,9.4,3.3,9.5,1.9,9.1,7,8.4,3.5,0.9,3.1,Thriller,105
Five Corners,1987,3.6,1.6,4.1,2.5,8.6,7,4.1,9.7,9.9,2.7,Thriller,94
Broadcast News,1987,9.3,2.5,3.8,0.5,6.6,3,7.2,6.7,8.4,8.3,Comedy,129
The Drowning Pool,1975,8.9,1.5,0.2,3,8.4,0.3,2.4,1.7,2,3.7,Crime,105
Harper,1966,5.8,9.1,3.4,5.5,9.3,9.3,6.3,1.5,6.7,5.3,Thriller,91
The Diary of Anne Frank,1959,6.6,5.6,5,8.4,4.8,1.4,9.6,6.5,8.7,4.4,Drama,100
The Flying Deuces,1939,4,10,6.2,5.9,0.2,5,3.8,7.1,6.2,8.8,Comedy,67
Sylvia Scarlett,1935,8.5,5.8,4.6,7.3,5.6,2.9,4.2,7.9,8.1,3.5,Comedy,95
Heller in Pink Tights,1959,2.5,3.4,2.4,2.8,6.9,5.9,7.6,0.6,8.2,6.2,Western,100
Dick Tracy,1990,4.1,2.1,7.8,9.2,6.1,4.5,1.2,6.7,2.5,8.9,Crime,106
Ten,1979,7,2.8,7.9,5.6,1,9,8.7,9.5,0.3,4.9,Comedy,120
Ten To Midnight,1983,3,8.6,3,3.6,7.2,9.4,4,7.9,6.9,3.6,Thriller,101
Absence of Malice,1982,9.7,0.1,5.8,6.2,3.9,9.5,2.4,6.7,2.9,1.2,Drama,120
Bananas,1971,6.7,3.5,1.9,0.6,3.5,6.5,1.7,1.9,1.3,4.5,Comedy,81
Doc',1971,2.1,7.8,0.6,5.5,2.4,0.3,1.6,2,4.3,0,Western,95
Sweet Bird of Youth,1961,9.9,9.8,9.2,0.7,4.7,5.9,5,6.5,0.9,7.8,Drama,120
Quality Street,1937,2.3,9.8,6.3,8.5,4.4,4.1,1.9,1.8,8.9,9.4,Comedy,84
Master of the Universe,1987,6.6,0.8,1.8,6.8,3.6,0.1,7.4,1.3,1.8,2.6,Fantasy,106
Vertigo,1958,6.6,1.1,8.5,7.5,1.1,7.2,9.4,1.9,9.8,0.1,Thriller,128
Designing Woman,1957,0.4,3.6,8.7,9.9,8.6,1.1,4.5,3.4,9.7,2.5,Comedy,118
The Woman of the Year,1941,0.2,1.3,6.8,5.7,0.9,2.5,4.3,6.2,7.1,6.9,Comedy,112
A Woman of Paris: A Drama of Fate,1923,4.2,7.2,2.8,9.7,2.8,3.2,2.6,6.4,7,0.4,Drama,80
Working Girl,1988,2.5,1.7,2.6,4.3,9.4,1.6,5.5,1.7,8.5,2.2,Comedy,113
The Women,1939,2.8,0.8,3,6.2,1.8,3.8,0.4,4.3,4.8,7.2,Comedy,132
Westward the Women,1951,5,1.5,0.2,2.7,4.2,1.8,7.6,4.5,9.1,3.7,Western,118
The Doors,1991,6.6,2.4,2.5,5.8,2.7,9.1,6,1.1,1.2,3.8,Biography,139
Impulse,1989,0.8,4.4,3.9,1.9,7.7,8.5,4.6,9.9,5.9,3.4,Crime,110
Sleeper,1973,0.5,6.8,3.4,1.8,7.2,1,6.1,1,5,6.9,Comedy,88
Double Impact,1991,4.8,9.7,7.6,4.9,4.2,1.7,4.5,6.7,6.3,8.9,Action,91
Man of the West,1958,9.9,2.9,8.5,3.7,5.5,4.6,4,6.8,0.2,5.8,Western,100
Where Eagles Dare,1969,7.4,7.9,6.5,1,8.1,5.8,5.6,0.1,9,2.3,War,158
Bend of the River,1952,8.1,4.9,3.9,2.2,6.1,1.6,8.4,6.9,5.9,8.4,Western,91
Dirty Rotten Scoundrels,1988,9.3,9,7.7,6,0.2,4.8,9.5,7.8,6.2,4.7,Comedy,110
The Undefeated,1969,9.6,2.9,0.2,6.8,7.8,4,3.4,9.8,0.5,8.7,Western,125
Bird on a Wire,1990,3.4,6.1,2.5,3.4,3.6,4.2,2.2,1.6,1.1,3.6,Action,111
Two for the Road,1967,3.4,1.2,8.4,9.6,6.1,5.2,0.2,4,6.2,7.2,Comedy,112
Two Weeks in Another Town,1962,3.6,3.2,7.2,1.4,3.9,7.5,9.2,7,0.7,4.7,Drama,107
Sisters,1973,9.6,0.1,9.7,4.1,6,8.5,5.6,2,1.2,6,Thriller,93
Tough Guys,1986,3.8,4.4,4.6,0,9.7,4.2,9.5,5.3,1.9,0.8,Crime,99
The Fortune,1974,4.8,3,9.3,4.8,1.4,5.4,2,7.4,5.6,2,Comedy,90
Against All Odds,1984,6.4,0.6,3.6,5.8,1.8,2.5,9.3,6.9,3.5,4,Drama,113
Duel,1971,8.1,8.1,2.9,2.2,9,0.9,2.6,7.1,9,5.2,Thriller,90
Duel at Diablo,1965,2.6,6.5,6.3,3.7,3.4,2,7.5,2.2,4.7,6.1,Western,103
Duel in the Sun,1947,5.5,5.4,7.8,5,2.8,9.7,2.8,9.7,5.8,7.8,Western,135
Man Hunt,1941,9.4,7.4,4.3,9.6,7,7,3.5,5.3,7.1,1.5,War,98
Hell in the Pacific,1968,0.9,7.4,9,1.1,3,4.5,0.9,4.4,1.8,0.7,War,105
Second Chance,1953,6.1,7.4,2.1,1.7,4,6,9.3,8.9,3.7,5.5,Adventure,102
Dune,1984,3.1,1.6,0.3,1.3,7.9,9.6,2.4,0.6,2.6,0.6,Fantasy,137
...And Justice for All,1979,7,1.2,5.3,4.2,9.8,1,3.4,0.2,9.9,1.5,Drama,117
Little Miss Marker,1980,0.4,8.2,5.2,7.5,3.6,9.9,2,5.9,0.7,0.2,Comedy,102
Johnny Got His Gun,1971,6.3,9.2,7.5,1.3,0.4,1.1,5.5,2.6,1.5,8.5,Drama,110
A Star Is Born,1976,7,2.4,9.6,6.6,7.9,7,7.7,2,7.7,1.9,Musical,130
E.T.: The Extra-Terrestrial,1982,3.6,3.7,7.6,7.7,2.8,7.7,1.6,1.3,3.1,7.2,Fantasy,110
Behold a Pale Horse,1964,6.4,4.5,0.4,0.2,5.1,9.1,4.8,6.5,10,10,Drama,118
Easy Rider,1969,7.5,0.2,6.8,10,7.6,8.6,2.5,2.4,1.4,4.8,Drama,94
Edward Scissorhands,1990,6.1,2.6,2,1.6,1.7,6.2,4.8,5.8,4.1,2.5,Fantasy,103
El Condor,1970,2.6,2,7.5,2.3,3,1.9,1.6,0.5,9.5,5.9,Western,101
El Dorado,1967,9.3,5.2,0.4,1.6,8.9,4.4,5,2.3,4.2,6,Western,127
Electra Glide in Blue,1973,2.4,5.9,2.1,6.9,1.2,3.1,1.4,4.9,9.6,7.8,Drama,106
Pete's Dragon,1977,0,5,0.3,3.6,1.8,3.6,1,2.4,4,0.5,Comedy,110
Dear Brigitte,1964,4.9,7,5.2,3.1,6.4,0.4,6.5,7.1,7.1,4,Comedy,100
The Grass is Greener,1960,3.4,1.2,5.5,2.9,1.7,5.2,7.8,8.8,7.8,1.7,Comedy,105
I Was a Male War Bride,1949,2.5,8.3,7.8,4.9,0.6,4.3,3.9,5.3,4.3,4.3,Comedy,105
To Be or Not to Be,1983,0.3,1.5,0.9,1.8,6.4,0.3,1.6,0.4,6.4,3.1,Comedy,108
All About Eve,1950,8.5,8.6,1,4,9.7,2.5,4.6,3.6,9.9,1.4,Comedy,130
Excalibur,1981,8.6,6.3,9.6,0.9,0.6,4.2,8.3,5.3,6.2,6.4,Fantasy,130
Explorers,1985,6.7,5.5,6.9,3.1,3.7,9.3,8.6,8.7,7.7,1.9,Fantasy,94
That Darn Cat!,1965,8.9,8,6.7,0.2,2.1,6.7,5.9,4.8,7.8,4.9,Comedy,116
F.I.S.T.,1978,9.2,3.9,3.3,8.1,5.3,6.2,6.8,0.4,5,3.2,Drama,145
Do the Right Thing,1989,2.2,5.1,1.2,5.7,6.9,1.7,5.9,7.4,2.2,1.4,Drama,120
Let's Make Love,1960,4.8,6.2,3.1,9.2,4.5,4.1,4.2,8.8,7.1,0.2,Comedy,118
Nighthawks,1980,5.3,7.5,4.7,5.2,2.6,2.2,3.5,8.9,8.1,2.3,Crime,98
Way Out West,1937,0.2,2.7,8.8,3.8,0.2,4.2,7.8,1,9.8,0.2,Comedy,65
Fandango,1985,2.1,5.3,2.2,3.5,5.8,2.8,8.8,8.5,7.1,4.6,Comedy,92
Wild River,1960,6.9,3.9,9.1,7.5,2.1,7.1,0.7,5,3.7,2.1,Drama,109
Blackbeard's Ghost,1967,4,3.1,0.1,10,2.8,8,7.7,8.1,7.3,6.3,Comedy,109
A Distant Trumpet,1964,5.7,4.9,1.8,3.8,4.7,6.3,0.4,8.8,4.5,2.8,Western,110
The Fabulous Baker Boys,1989,4.1,4.3,5.1,6.4,3.4,5.3,7,4.1,8.9,9.3,Drama,105
Saturday Night Fever,1977,1,6.1,4.6,9.9,3.1,3.4,8.2,4.6,8.4,8.4,Musical,123
The Gold Rush,1925,9.4,2.5,0.3,8.3,5.4,3.9,0.5,4.9,5.1,5.1,Comedy,60
Leave Her to Heaven,1945,5.9,9.1,6.7,5.3,8.5,9.5,2.2,5,8.8,6.9,Drama,111
Caged Heat,1974,9.3,0,5.2,1.6,9.5,8.1,1.1,4.4,1.5,7.3,Drama,84
Bus Stop,1956,9.1,7,0.6,4.2,3,1.6,1.3,7.3,5.7,7,Comedy,96
The Tender Trap,1955,7,2.7,1,7.4,3.6,7.5,4,7,0.3,9.1,Comedy,90
Sons of the Desert,1934,0.7,6.8,1.6,8.9,3,5.9,6.6,3.7,2.2,3.8,Comedy,68
Children of a Lesser God,1986,8.6,1.1,6.7,5.8,9.6,5.1,9,2.2,3.4,9.3,Drama,118
Every Which Way But Loose,1979,7.2,0.4,4.6,9.3,2,5.7,2.6,9.3,7.9,0.4,Comedy,115
The Razor's Edge,1946,5.3,4.4,1.3,4,2,6.2,6.2,4.8,4,1.8,Drama,146
Bedroom Window,1987,2.2,7.9,5,1.5,4.3,8.2,7.2,8.5,5.6,8.7,Thriller,111
Rear Window,1954,5.1,2.7,2.3,4.3,7.2,3,1.7,8.4,8.6,4.1,Thriller,112
Steel Magnolias,1989,1.8,7.8,0.2,6.5,7.8,9.4,3.8,2.3,5.5,7.9,Drama,119
Firefox,1982,3.4,1.8,5.8,9.8,3.9,1.7,3.2,0.6,7.3,4.1,Action,135
The River,1984,8.6,3.7,3.9,5.7,9.3,5.5,2.4,8.4,9.3,1.6,Drama,122
Flashdance,1983,6.2,7.7,6.5,9.4,2.1,6.6,4,5.3,4.7,0.2,Musical,89
The Nutty Professor,1963,4.4,0.2,8.2,2.5,4.5,4.2,2.1,6.6,1.3,7.3,Comedy,103
Bluebeard,1944,8,8.1,3.8,3.5,3.5,9.2,3.4,7.4,6.9,5.4,Drama,69
Swing Time,1936,0.4,9.6,4.2,6.9,9,0.3,9.2,1.4,2.2,0.4,Musical,103
There's no Business Like Show Business,1954,3.7,6.9,4.1,3.7,9.5,9.4,6.3,9.4,9.1,0.8,Comedy,120
The Fountainhead,1949,8.1,4.5,0.9,0.6,1.6,5,0.4,3,9.6,0.2,Drama,108
The Emerald Forest,1985,4.6,0.6,7.6,3.7,6.9,2.1,1.8,2.5,8.6,4.8,Adventure,113
The Petrified Forest,1936,9.4,7.3,4.9,6,6.2,5,8.8,3.7,7,2.8,Drama,83
Force of Evil,1948,9,6.4,6.8,2.7,0.8,1.8,8.9,7.3,0.2,9.6,Drama,78
Frances,1983,5.6,9,0.3,9.8,4.1,1.8,7.2,4.2,2.1,7.9,Biography,137
Young Frankenstein,1974,4.5,5.9,8.6,3.6,8.1,7.1,0.2,1.9,1.1,0.9,Comedy,105
Uncommon Valor,1983,4.7,6.4,6.5,8.7,0.9,9,5.9,2.4,4.7,5.3,War,103
The Adventures of Sherlock Holmes' Smarter Brother,1975,9.8,2.1,5,1.3,4.8,6.6,1.1,7.6,8.8,9.7,Comedy,90
Biloxi Blues,1988,5.3,5.8,1.6,9.8,0.5,3.1,5,3.5,2,8.5,Comedy,106
On the Waterfront,1954,2.9,1.6,7.4,2.4,1.4,5,9.2,9.1,8.9,7.2,Drama,108
The Border,1982,3.7,0.1,9,3.7,7.4,0.5,8.9,9.1,1.9,8.7,Drama,107
The Major and the Minor,1942,3.4,9.1,9.4,8.1,5.4,5.2,3,6.4,3.5,5,Comedy,100
Escape from Alcatraz,1979,4.4,8.6,7.3,5.8,6.5,4.5,0.1,2.7,2.6,9.4,Drama,112
Dreamscape,1984,1.7,3.4,4.1,7.2,4.4,5.2,7.5,2.7,0.6,8.6,Fantasy,95
Escape to Victory,1981,6.4,4,0.7,2.6,8.9,8,8.1,2.6,4.9,6.3,Sport,113
After Hours,1985,1.3,4.7,5.1,3.1,2,4,0.1,2.6,0.6,2.3,Comedy,96
This Gun for Hire,1942,9.6,5.7,4.3,2.6,0.3,2.5,7.9,2.3,0.7,2.3,Crime,80
Fury,1936,2.9,8.7,3.7,4.6,2.5,3.1,4.9,3.8,7.8,1.2,Drama,94
The Left-Handed Gun,1958,1.7,8,9.2,0.7,8.2,3,7.4,9.9,6.3,1.9,Western,102
White Heat,1949,0,3.5,0.3,3.4,4.1,9.5,6.4,5.9,7.4,6.7,Crime,114
The Grapes of Wrath,1940,4.1,9.9,5.5,9.7,7.5,4.3,4.1,7.6,0.3,0.2,Drama,118
The Fury,1978,7.6,8.2,9.8,7.6,7.8,5,4.4,0.9,8.3,9.6,Thriller,117
Futureworld,1976,8.8,1.8,7.2,2.8,5.8,1.1,9.3,4.1,6.7,1.2,Fantasy,105
FX - Murder by Illusion,1985,1.5,2.6,5.3,4.7,3.9,2.4,4,6.8,0.1,1.4,Thriller,108
Thieves Like Us,1974,7.8,8.8,0.5,8.6,3.9,7.7,9.4,9.1,5.2,6.3,Drama,123
The Racket,1952,0.3,7.1,1.2,5,4.4,4.1,2.7,8.6,6.6,0.1,Crime,86
Cat on a Hot Tin Roof,1959,2.3,10,2.6,0.4,1.5,3.9,9,2.6,1.4,1.2,Drama,108
Demon Seed,1977,0.4,6.8,2.4,4.9,8,4.2,5.8,9.5,8.8,3.8,Fantasy,94
Ordinary People,1980,0.3,2,3.1,2.5,2.2,0.8,10,7.5,6.3,7.7,Drama,124
The Getaway,1972,6.5,4.5,3.4,0,3.3,0.4,5.7,4.3,1.1,2.6,Action,122
Throw Momma From the Train,1987,2.8,9.9,5.8,0.2,3.7,2,3.3,5.9,7,2.5,Comedy,83
Ghost,1990,0.7,5.1,0,0.8,7.5,0.3,7.3,1.7,2.6,2.2,Romantic,116
Ghostbusters,1984,0.4,2.7,5.1,2.5,6.3,1,5.5,5.6,3,7.8,Fantasy,107
Ghostbusters II,1989,6.6,6.1,1.4,3.5,0.3,2.9,0.3,5.9,4.4,9.7,Comedy,106
Men at Work,1990,2.2,6,5.6,8.1,4.3,2.6,0.5,3.5,0.7,5.9,Comedy,103
The Wreck of Mary Deare,1959,1.8,8.1,8.8,9,9.3,6.9,5.9,9.6,4.2,2.5,Adventure,105
Gigi,1958,3.9,7.3,2.3,1.6,8.6,3.6,9.2,4,5.5,7,Musical,115
The Last Starfighter,1984,9.7,3.2,4.6,5.7,2.6,5.9,3.7,0.4,0.6,3.5,Fantasy,101
The Falcon and the Snowman,1984,3.2,6.7,8.3,1.5,7.8,9.2,4.2,4.2,1.1,1.8,Spy,127
The Jewel of the Nile,1985,9.7,2.6,1.6,3.9,8.1,3.9,4.5,8.8,9.1,6.8,Adventure,105
Days of Heaven,1978,2.6,5,5.2,4.1,9.5,6,8.4,1.1,7.6,8.4,Drama,95
On the Town,1949,4.4,9.6,2.2,6.5,9.1,7,4.8,7.1,8.9,0.2,Musical,98
The Day of the Dolphin,1974,7.3,7.4,1.4,8,2.2,4.9,7.9,8,7.9,1.5,Adventure,105
Lady in a Cage,1964,3.7,6,5,1.1,9.6,4.6,8.7,0.2,5.8,1.3,Thriller,95
The Longest Day,1962,9.4,0.3,2.6,2.8,6.7,8.8,1.5,1.4,2.2,8,War,180
The Young Lions,1958,6.5,6.2,3.4,7.2,4.5,5,3.6,0.2,7.6,3,War,162
Young Guns,1988,8.6,0.4,3.1,7.1,8.7,8,3.1,6.1,5.3,3,Western,102
Joan of Arc,1948,0.9,1,3.9,3,8.4,1.9,8.3,6,6.4,4.4,History,145
Rebel Without a Cause,1955,1.6,4.8,5.4,8.7,9.7,8.6,0.1,0,9.8,9,Drama,111
North West Mounted Police,1940,7.6,0.8,1.6,2.7,6.7,7.1,7.9,6.8,8.8,5.7,Adventure,125
